,index,Pearson correlation,Gene,Slide,Method
1276,GLCCI1,0.1440698461522182,GLCCI1,block2,Hist2ST
1277,PHF14,0.1377592932700677,PHF14,block2,Hist2ST
1278,TSPAN13,0.3195149030315319,TSPAN13,block2,Hist2ST
1279,AGR2,0.2023094681518419,AGR2,block2,Hist2ST
1280,GPNMB,0.088193542687675,GPNMB,block2,Hist2ST
1281,TRIL,0.0866077722293334,TRIL,block2,Hist2ST
1282,SFRP4,0.1805250713910718,SFRP4,block2,Hist2ST
1283,H2AFV,0.2771039629574075,H2AFV,block2,Hist2ST
1284,UPP1,0.0324661796430845,UPP1,block2,Hist2ST
1285,BAZ1B,0.1793583043050914,BAZ1B,block2,Hist2ST
1286,CD36,0.0422199530294564,CD36,block2,Hist2ST
1287,SEMA3C,0.1597548928272473,SEMA3C,block2,Hist2ST
1288,COL1A2,0.2403980895356732,COL1A2,block2,Hist2ST
1289,TRIP6,0.1104666234079436,TRIP6,block2,Hist2ST
1290,ACHE,0.0091969871903905,ACHE,block2,Hist2ST
1291,SERPINE1,0.080513363648476,SERPINE1,block2,Hist2ST
1292,NUP205,0.1419649660277012,NUP205,block2,Hist2ST
1293,PARP12,0.174837839802949,PARP12,block2,Hist2ST
1294,SSBP1,0.2398931093949043,SSBP1,block2,Hist2ST
1295,TRBC2,0.2031245589027902,TRBC2,block2,Hist2ST
1296,PIP,0.2369808194964089,PIP,block2,Hist2ST
1297,CNTNAP2,0.0906554012739017,CNTNAP2,block2,Hist2ST
1298,EZH2,0.1861643622758273,EZH2,block2,Hist2ST
1299,NUB1,0.1752384508109823,NUB1,block2,Hist2ST
1300,PCM1,0.1762936102127538,PCM1,block2,Hist2ST
1301,KIF13B,0.1086832316481793,KIF13B,block2,Hist2ST
1302,ERLIN2,0.0891152275207737,ERLIN2,block2,Hist2ST
1303,BRF2,0.1642026301892181,BRF2,block2,Hist2ST
1304,ADGRA2,0.074544284951073,ADGRA2,block2,Hist2ST
1305,RAB11FIP1,-0.0174353348109507,RAB11FIP1,block2,Hist2ST
1306,EIF4EBP1,0.0522269269061647,EIF4EBP1,block2,Hist2ST
1307,ASH2L,0.1158578920925017,ASH2L,block2,Hist2ST
1308,LSM1,0.1951319893039145,LSM1,block2,Hist2ST
1309,PLPP5,0.2101335661340528,PLPP5,block2,Hist2ST
1310,DDHD2,0.195648271196983,DDHD2,block2,Hist2ST
1311,FGFR1,0.2630661886385494,FGFR1,block2,Hist2ST
1312,TM2D2,0.1673799556716488,TM2D2,block2,Hist2ST
1313,HOOK3,0.1174031366706857,HOOK3,block2,Hist2ST
1314,CEBPD,0.2273306068536281,CEBPD,block2,Hist2ST
1315,ATP6V1H,0.2358380007550082,ATP6V1H,block2,Hist2ST
1316,GGH,0.2064392268843539,GGH,block2,Hist2ST
1317,RDH10,0.0975146526084493,RDH10,block2,Hist2ST
1318,E2F5,0.1554278604906862,E2F5,block2,Hist2ST
1319,WWP1,0.1632561528862796,WWP1,block2,Hist2ST
1320,RMDN1,0.2257799097718875,RMDN1,block2,Hist2ST
1321,CPNE3,0.2219075990847948,CPNE3,block2,Hist2ST
1322,INTS8,0.3003025890815746,INTS8,block2,Hist2ST
1323,TSPYL5,0.2139644228169512,TSPYL5,block2,Hist2ST
1324,EIF3E,0.2142716101821031,EIF3E,block2,Hist2ST
1325,ENY2,0.2301977721377691,ENY2,block2,Hist2ST
1326,TRPS1,0.1762874221837165,TRPS1,block2,Hist2ST
1327,RAD21,0.2414800618850079,RAD21,block2,Hist2ST
1328,ATAD2,0.277937963406576,ATAD2,block2,Hist2ST
1329,FBXO32,0.204744928714273,FBXO32,block2,Hist2ST
1330,TATDN1,0.2366348136378969,TATDN1,block2,Hist2ST
1331,NSMCE2,0.2541321383451316,NSMCE2,block2,Hist2ST
1332,ASAP1,0.1615446904141168,ASAP1,block2,Hist2ST
1333,NDRG1,0.1673084813702095,NDRG1,block2,Hist2ST
1334,PSCA,0.0871585513984658,PSCA,block2,Hist2ST
1335,GLI4,0.233529775135871,GLI4,block2,Hist2ST
1336,TOP1MT,0.1355858222596478,TOP1MT,block2,Hist2ST
1337,EPPK1,0.1331579757950959,EPPK1,block2,Hist2ST
1338,OPLAH,0.1784638113704478,OPLAH,block2,Hist2ST
1339,SLC39A4,0.2248355957573011,SLC39A4,block2,Hist2ST
1340,LRRC24,0.0391328752749617,LRRC24,block2,Hist2ST
1341,VLDLR,-0.0426382841101089,VLDLR,block2,Hist2ST
1342,PLGRKT,0.2374370777719947,PLGRKT,block2,Hist2ST
1343,NDUFB6,0.2795683818472933,NDUFB6,block2,Hist2ST
1344,CCL19,0.2358495938264925,CCL19,block2,Hist2ST
1345,CCL21,0.2104446670428026,CCL21,block2,Hist2ST
1346,DCAF10,0.1237633643411767,DCAF10,block2,Hist2ST
1347,GCNT1,0.0758053086845074,GCNT1,block2,Hist2ST
1348,TLE1,0.1900479098851478,TLE1,block2,Hist2ST
1349,SPIN1,0.2035818689200035,SPIN1,block2,Hist2ST
1350,ASPN,0.0472816301875322,ASPN,block2,Hist2ST
1351,WNK2,0.1011150350039537,WNK2,block2,Hist2ST
1352,FBP1,0.1719287637592629,FBP1,block2,Hist2ST
1353,TGFBR1,0.0862005032406787,TGFBR1,block2,Hist2ST
1354,ERP44,0.1366438048511524,ERP44,block2,Hist2ST
1355,TEX10,0.1369555490535108,TEX10,block2,Hist2ST
1356,TNC,0.0454104617907911,TNC,block2,Hist2ST
1357,PSMD5,0.1958604983058268,PSMD5,block2,Hist2ST
1358,PHF19,0.0625462630301887,PHF19,block2,Hist2ST
1359,STOM,0.1253759568472693,STOM,block2,Hist2ST
1360,PRRX2,-0.0593210577608326,PRRX2,block2,Hist2ST
1361,NUP214,0.1914403250856015,NUP214,block2,Hist2ST
1362,PTGDS,0.1798620671168562,PTGDS,block2,Hist2ST
1363,OFD1,0.1849320800332366,OFD1,block2,Hist2ST
1364,SMS,0.2479851947227997,SMS,block2,Hist2ST
1365,CYBB,0.1220405504635058,CYBB,block2,Hist2ST
1366,ITM2A,0.1006434279960897,ITM2A,block2,Hist2ST
1367,SH3BGRL,0.2390769849583865,SH3BGRL,block2,Hist2ST
1368,BEX3,0.2106753762191113,BEX3,block2,Hist2ST
1369,PHF6,0.2245120172681396,PHF6,block2,Hist2ST
1370,ISG15,0.2616869323672631,ISG15,FFPE,Hist2ST
1371,PLA2G2D,0.1491344873446284,PLA2G2D,FFPE,Hist2ST
1372,CAMK2N1,0.2010483598770714,CAMK2N1,FFPE,Hist2ST
1373,USP48,0.053685620680366,USP48,FFPE,Hist2ST
1374,TCEA3,0.1867975569205956,TCEA3,FFPE,Hist2ST
1375,PNRC2,0.1129756610137717,PNRC2,FFPE,Hist2ST
1376,LDLRAP1,0.1239393844198925,LDLRAP1,FFPE,Hist2ST
1377,IFI6,0.26901502301778,IFI6,FFPE,Hist2ST
1378,PSMB2,0.1560472768611348,PSMB2,FFPE,Hist2ST
1379,GNL2,0.0864874578687091,GNL2,FFPE,Hist2ST
1380,SF3A3,0.0847636562247903,SF3A3,FFPE,Hist2ST
1381,UTP11,0.0208770551722854,UTP11,FFPE,Hist2ST
1382,AKIRIN1,0.1128435891877923,AKIRIN1,FFPE,Hist2ST
1383,MFSD2A,0.0475172722121135,MFSD2A,FFPE,Hist2ST
1384,CAP1,0.1345239442339318,CAP1,FFPE,Hist2ST
1385,CTPS1,0.0541522714306601,CTPS1,FFPE,Hist2ST
1386,PPCS,0.0956286013508698,PPCS,FFPE,Hist2ST
1387,PPIH,0.0110017461161455,PPIH,FFPE,Hist2ST
1388,YBX1,0.0276701601541841,YBX1,FFPE,Hist2ST
1389,EBNA1BP2,0.1300987283783865,EBNA1BP2,FFPE,Hist2ST
1390,CDC20,0.1234561876397295,CDC20,FFPE,Hist2ST
1391,PTPRF,0.1719859687310818,PTPRF,FFPE,Hist2ST
1392,KDM4A,0.0313026676221282,KDM4A,FFPE,Hist2ST
1393,EIF2B3,0.0624992456701025,EIF2B3,FFPE,Hist2ST
1394,NASP,0.0467508236423349,NASP,FFPE,Hist2ST
1395,GPBP1L1,0.1349210205542779,GPBP1L1,FFPE,Hist2ST
1396,TSPAN1,0.0476608668173599,TSPAN1,FFPE,Hist2ST
1397,RAD54L,0.0657082975559231,RAD54L,FFPE,Hist2ST
1398,LRRC41,0.1174112031469757,LRRC41,FFPE,Hist2ST
1399,CMPK1,0.1041323168786483,CMPK1,FFPE,Hist2ST
1400,RNF11,0.1265001302266115,RNF11,FFPE,Hist2ST
1401,TTC39A,0.2077764429017627,TTC39A,FFPE,Hist2ST
1402,TXNDC12,0.0983592502401198,TXNDC12,FFPE,Hist2ST
1403,PRPF38A,0.1223519833753071,PRPF38A,FFPE,Hist2ST
1404,SCP2,0.1553407944751857,SCP2,FFPE,Hist2ST
1405,NDC1,0.0424991583936792,NDC1,FFPE,Hist2ST
1406,HSPB11,0.0946503529743254,HSPB11,FFPE,Hist2ST
1407,TMEM59,0.1167913200382949,TMEM59,FFPE,Hist2ST
1408,SSBP3,0.0943769663646236,SSBP3,FFPE,Hist2ST
1409,TACSTD2,0.1785851510887794,TACSTD2,FFPE,Hist2ST
1410,MYSM1,0.0094209755410943,MYSM1,FFPE,Hist2ST
1411,TM2D1,0.1189683343343313,TM2D1,FFPE,Hist2ST
1412,PATJ,0.1658176576167345,PATJ,FFPE,Hist2ST
1413,USP1,0.094287733952551,USP1,FFPE,Hist2ST
1414,JAK1,0.0656502795388986,JAK1,FFPE,Hist2ST
1415,LEPROT,0.1274592234282295,LEPROT,FFPE,Hist2ST
1416,GNG12,0.0255261051753686,GNG12,FFPE,Hist2ST
1417,SRSF11,0.1341108294463683,SRSF11,FFPE,Hist2ST
1418,USP33,0.1090285408652021,USP33,FFPE,Hist2ST
1419,IFI44L,0.2016713333095739,IFI44L,FFPE,Hist2ST
1420,IFI44,0.1678629288239846,IFI44,FFPE,Hist2ST
1421,GNG5,0.0166473906499853,GNG5,FFPE,Hist2ST
1422,LMO4,0.1699802880038252,LMO4,FFPE,Hist2ST
1423,GTF2B,0.0820036725507721,GTF2B,FFPE,Hist2ST
1424,GBP1,0.0999924011667391,GBP1,FFPE,Hist2ST
1425,GBP2,0.1831677189452772,GBP2,FFPE,Hist2ST
1426,GBP5,0.147140793476178,GBP5,FFPE,Hist2ST
1427,LRRC8B,0.1034092876093442,LRRC8B,FFPE,Hist2ST
1428,LRRC8D,0.0379238350668178,LRRC8D,FFPE,Hist2ST
1429,CDC7,0.0673361260081353,CDC7,FFPE,Hist2ST
1430,GLMN,0.0896190179647352,GLMN,FFPE,Hist2ST
1431,MTF2,0.0932175640045113,MTF2,FFPE,Hist2ST
1432,TMED5,0.0710950564541116,TMED5,FFPE,Hist2ST
1433,CCDC18,0.0360891808474102,CCDC18,FFPE,Hist2ST
1434,DR1,0.1436502310869543,DR1,FFPE,Hist2ST
1435,FNBP1L,0.1546765870162999,FNBP1L,FFPE,Hist2ST
1436,BCAR3,0.1029450419852528,BCAR3,FFPE,Hist2ST
1437,DNTTIP2,0.0848483362733374,DNTTIP2,FFPE,Hist2ST
1438,GCLM,0.0541439094060966,GCLM,FFPE,Hist2ST
1439,ARHGAP29,0.1042079419427614,ARHGAP29,FFPE,Hist2ST
1440,ABCD3,0.2029352732475021,ABCD3,FFPE,Hist2ST
1441,CNN3,0.0746600947481639,CNN3,FFPE,Hist2ST
1442,ALG14,0.0523436175648828,ALG14,FFPE,Hist2ST
1443,SNX7,0.0726640140969901,SNX7,FFPE,Hist2ST
1444,VCAM1,0.078177874589572,VCAM1,FFPE,Hist2ST
1445,PSMA5,0.1223507338730506,PSMA5,FFPE,Hist2ST
1446,GSTM3,0.1854507652100775,GSTM3,FFPE,Hist2ST
1447,CD53,0.1602252874117432,CD53,FFPE,Hist2ST
1448,WDR3,0.0775426208164917,WDR3,FFPE,Hist2ST
1449,PHGDH,0.1398096417487075,PHGDH,FFPE,Hist2ST
1450,CTSS,0.073486492046623,CTSS,FFPE,Hist2ST
1451,CTSK,0.0539798491147722,CTSK,FFPE,Hist2ST
1452,SCNM1,0.0918015554463125,SCNM1,FFPE,Hist2ST
1453,S100A8,0.1624039268216997,S100A8,FFPE,Hist2ST
1454,S100A14,0.1912371003569015,S100A14,FFPE,Hist2ST
1455,S100A1,0.0505649371308555,S100A1,FFPE,Hist2ST
1456,CREB3L4,0.208252969503185,CREB3L4,FFPE,Hist2ST
1457,EFNA3,0.1025892715363216,EFNA3,FFPE,Hist2ST
1458,RIT1,0.1615171879247529,RIT1,FFPE,Hist2ST
1459,CRABP2,0.2158750732127861,CRABP2,FFPE,Hist2ST
1460,IFI16,0.0888843495967719,IFI16,FFPE,Hist2ST
1461,USF1,0.1056859777971636,USF1,FFPE,Hist2ST
1462,OLFML2B,0.0678236040728033,OLFML2B,FFPE,Hist2ST
1463,MPC2,0.1841614484552571,MPC2,FFPE,Hist2ST
1464,ATP1B1,0.1775197510257082,ATP1B1,FFPE,Hist2ST
1465,RABGAP1L,0.0769822084552854,RABGAP1L,FFPE,Hist2ST
1466,XPR1,0.0923008924310011,XPR1,FFPE,Hist2ST
1467,LAMC1,-0.0010234367886489,LAMC1,FFPE,Hist2ST
1468,C1orf21,0.0178551513591332,C1orf21,FFPE,Hist2ST
1469,TPR,0.0938688162966954,TPR,FFPE,Hist2ST
1470,PTPRC,0.2255700142305243,PTPRC,FFPE,Hist2ST
1471,UBE2T,0.0613534135417324,UBE2T,FFPE,Hist2ST
1472,NUCKS1,0.1255000866590318,NUCKS1,FFPE,Hist2ST
1473,ATF3,0.0457823047422045,ATF3,FFPE,Hist2ST
1474,CENPF,0.0941624881383396,CENPF,FFPE,Hist2ST
1475,KCTD3,0.1962017680608583,KCTD3,FFPE,Hist2ST
1476,LYPLAL1,0.0820133940274039,LYPLAL1,FFPE,Hist2ST
1477,IARS2,0.0688599674035788,IARS2,FFPE,Hist2ST
1478,CNIH4,0.1020964449379982,CNIH4,FFPE,Hist2ST
1479,NUP133,0.0643599252159028,NUP133,FFPE,Hist2ST
1480,ARID4B,0.1205067484343816,ARID4B,FFPE,Hist2ST
1481,CHML,0.0791082081197147,CHML,FFPE,Hist2ST
1482,SCCPDH,0.0929394956688473,SCCPDH,FFPE,Hist2ST
1483,GATA3,0.1685705889162424,GATA3,FFPE,Hist2ST
1484,FAM107B,0.110054914411486,FAM107B,FFPE,Hist2ST
1485,HSPA14,0.0637972658200237,HSPA14,FFPE,Hist2ST
1486,NEBL,0.1670873077109932,NEBL,FFPE,Hist2ST
1487,BAMBI,0.1962594721454847,BAMBI,FFPE,Hist2ST
1488,ARHGAP12,0.09576746354366,ARHGAP12,FFPE,Hist2ST
1489,DKK1,-0.0319623358421554,DKK1,FFPE,Hist2ST
1490,ZWINT,0.1043857737278521,ZWINT,FFPE,Hist2ST
1491,ANK3,0.1902500095443194,ANK3,FFPE,Hist2ST
1492,CDK1,0.1308412496577633,CDK1,FFPE,Hist2ST
1493,HERC4,0.0512972695335207,HERC4,FFPE,Hist2ST
1494,SRGN,0.0814220524234228,SRGN,FFPE,Hist2ST
1495,H2AFY2,0.0347093806674646,H2AFY2,FFPE,Hist2ST
1496,ADK,0.0611939514328446,ADK,FFPE,Hist2ST
1497,DLG5,0.1206507799758371,DLG5,FFPE,Hist2ST
1498,PLAC9,0.0534511509958833,PLAC9,FFPE,Hist2ST
1499,GHITM,0.1500216258433774,GHITM,FFPE,Hist2ST
1500,SNCG,0.21019321023157,SNCG,FFPE,Hist2ST
1501,ADIRF,0.0012100707488538,ADIRF,FFPE,Hist2ST
1502,IFIT3,0.0869148498534057,IFIT3,FFPE,Hist2ST
1503,FRA10AC1,0.0285857234232783,FRA10AC1,FFPE,Hist2ST
1504,EXOSC1,0.0536574624608445,EXOSC1,FFPE,Hist2ST
1505,SCD,-0.0422915531521489,SCD,FFPE,Hist2ST
1506,ARL3,0.1061252549644833,ARL3,FFPE,Hist2ST
1507,ADD3,0.047740918181767,ADD3,FFPE,Hist2ST
1508,FAM204A,0.1338406681080333,FAM204A,FFPE,Hist2ST
1509,NSMCE4A,0.064515039922893,NSMCE4A,FFPE,Hist2ST
1510,OAT,0.155477422561952,OAT,FFPE,Hist2ST
1511,GLRX3,0.0554340579617208,GLRX3,FFPE,Hist2ST
1512,IFITM2,0.1607880632831562,IFITM2,FFPE,Hist2ST
1513,TRIM22,0.1685519682031556,TRIM22,FFPE,Hist2ST
1514,DKK3,-0.0109819956655342,DKK3,FFPE,Hist2ST
1515,SAA1,0.111383976888369,SAA1,FFPE,Hist2ST
1516,TSG101,0.1266679012620795,TSG101,FFPE,Hist2ST
1517,SVIP,0.0864068663718483,SVIP,FFPE,Hist2ST
1518,CAPRIN1,0.1676732384936797,CAPRIN1,FFPE,Hist2ST
1519,API5,0.1095240307410802,API5,FFPE,Hist2ST
1520,MTCH2,0.1442521062908498,MTCH2,FFPE,Hist2ST
1521,UBE2L6,0.1243507992935523,UBE2L6,FFPE,Hist2ST
1522,MPEG1,0.1214002817887955,MPEG1,FFPE,Hist2ST
1523,MS4A7,0.1176303706170318,MS4A7,FFPE,Hist2ST
1524,TMEM258,0.1553126098781643,TMEM258,FFPE,Hist2ST
1525,CST6,0.0226794706169147,CST6,FFPE,Hist2ST
1526,ALDH3B2,0.150548236986489,ALDH3B2,FFPE,Hist2ST
1527,TESMIN,0.1340700496976177,TESMIN,FFPE,Hist2ST
1528,CCND1,0.0247109798189812,CCND1,FFPE,Hist2ST
1529,ANO1,0.1304765043309994,ANO1,FFPE,Hist2ST
1530,FADD,0.08404474041174,FADD,FFPE,Hist2ST
1531,CTTN,0.1586690249265163,CTTN,FFPE,Hist2ST
1532,PRSS23,-0.021525753479452,PRSS23,FFPE,Hist2ST
1533,BIRC3,0.1890884312659203,BIRC3,FFPE,Hist2ST
1534,MMP1,0.0331543752204291,MMP1,FFPE,Hist2ST
1535,CASP4,0.1345552317496406,CASP4,FFPE,Hist2ST
1536,CD3D,0.2286521106198636,CD3D,FFPE,Hist2ST
1537,THYN1,0.0880651025322062,THYN1,FFPE,Hist2ST
1538,SCNN1A,0.1749442566560752,SCNN1A,FFPE,Hist2ST
1539,MAGOHB,0.0286426219609032,MAGOHB,FFPE,Hist2ST
1540,GPRC5A,0.1489965494201297,GPRC5A,FFPE,Hist2ST
1541,MGP,0.0705441130354894,MGP,FFPE,Hist2ST
1542,C12orf60,0.0058257186736031,C12orf60,FFPE,Hist2ST
1543,ITPR2,0.051544669459335,ITPR2,FFPE,Hist2ST
1544,ZCRB1,0.1244970932313771,ZCRB1,FFPE,Hist2ST
1545,FAIM2,0.0103702767627775,FAIM2,FFPE,Hist2ST
1546,NR4A1,-0.0023581326641089,NR4A1,FFPE,Hist2ST
1547,KRT81,0.0213093676385641,KRT81,FFPE,Hist2ST
1548,PPP1R1A,0.294286791978482,PPP1R1A,FFPE,Hist2ST
1549,MUCL1,-0.0625583479611628,MUCL1,FFPE,Hist2ST
1550,NUP107,0.0482267681796007,NUP107,FFPE,Hist2ST
1551,LYZ,0.0742710469877285,LYZ,FFPE,Hist2ST
1552,DUSP6,0.0627131346659657,DUSP6,FFPE,Hist2ST
1553,ATP2B1,0.0688592181494401,ATP2B1,FFPE,Hist2ST
1554,LUM,0.0383380934111674,LUM,FFPE,Hist2ST
1555,DCN,0.0932072762539661,DCN,FFPE,Hist2ST
1556,EEA1,0.0422400418131508,EEA1,FFPE,Hist2ST
1557,NTN4,0.0783492540885073,NTN4,FFPE,Hist2ST
1558,TMPO,0.0432947787953895,TMPO,FFPE,Hist2ST
1559,ARL1,0.1323490104068166,ARL1,FFPE,Hist2ST
1560,CHPT1,0.0823884573262289,CHPT1,FFPE,Hist2ST
1561,SYCP3,0.0197475816872836,SYCP3,FFPE,Hist2ST
1562,PWP1,0.0505800601150101,PWP1,FFPE,Hist2ST
1563,TCTN1,0.0316154254258496,TCTN1,FFPE,Hist2ST
1564,MAPKAPK5,0.047108579007946,MAPKAPK5,FFPE,Hist2ST
1565,OAS1,0.0854243595778334,OAS1,FFPE,Hist2ST
1566,OAS2,0.1499073220547495,OAS2,FFPE,Hist2ST
1567,TBX3,0.1355090151409663,TBX3,FFPE,Hist2ST
1568,OASL,0.1292994683952619,OASL,FFPE,Hist2ST
1569,ZNF664,0.1310886461581391,ZNF664,FFPE,Hist2ST
1570,ZNF84,0.08179333271462,ZNF84,FFPE,Hist2ST
1571,PSPC1,0.1462636935031861,PSPC1,FFPE,Hist2ST
1572,HMGB1,0.1936312382176746,HMGB1,FFPE,Hist2ST
1573,DCLK1,0.1181687919559143,DCLK1,FFPE,Hist2ST
1574,DNAJC15,0.1019526329408874,DNAJC15,FFPE,Hist2ST
1575,RNASEH2B,0.0570189953980602,RNASEH2B,FFPE,Hist2ST
1576,COMMD6,0.1336742567327929,COMMD6,FFPE,Hist2ST
1577,FARP1,0.2071840770399478,FARP1,FFPE,Hist2ST
1578,MCF2L,0.171929994917024,MCF2L,FFPE,Hist2ST
1579,NGDN,0.0560213988090291,NGDN,FFPE,Hist2ST
1580,RABGGTA,0.0370560410782598,RABGGTA,FFPE,Hist2ST
1581,SCFD1,0.1024204748145397,SCFD1,FFPE,Hist2ST
1582,BAZ1A,0.0734178737558518,BAZ1A,FFPE,Hist2ST
1583,KLHDC2,0.0742515445151475,KLHDC2,FFPE,Hist2ST
1584,PSMA3,0.11097052831507,PSMA3,FFPE,Hist2ST
1585,PCNX4,0.0351095456443,PCNX4,FFPE,Hist2ST
1586,DHRS7,0.0385201044357567,DHRS7,FFPE,Hist2ST
1587,MTHFD1,0.0937429158661965,MTHFD1,FFPE,Hist2ST
1588,FUT8,0.0347857606526404,FUT8,FFPE,Hist2ST
1589,COQ6,0.0972660288706034,COQ6,FFPE,Hist2ST
1590,FOS,0.1365377377442155,FOS,FFPE,Hist2ST
1591,ZC3H14,0.0651378566209126,ZC3H14,FFPE,Hist2ST
1592,UBR7,0.0376648156120728,UBR7,FFPE,Hist2ST
1593,IFI27L2,0.0266574166932902,IFI27L2,FFPE,Hist2ST
1594,IGHG4,0.094262308563415,IGHG4,FFPE,Hist2ST
1595,APBA2,0.0675988436998453,APBA2,FFPE,Hist2ST
1596,EMC4,0.1133795598354272,EMC4,FFPE,Hist2ST
1597,NUSAP1,0.0994945754493351,NUSAP1,FFPE,Hist2ST
1598,TUBGCP4,0.0366932216079194,TUBGCP4,FFPE,Hist2ST
1599,TP53BP1,0.0801379861961147,TP53BP1,FFPE,Hist2ST
1600,SPG11,0.095753001793044,SPG11,FFPE,Hist2ST
1601,MYEF2,0.1606493212900552,MYEF2,FFPE,Hist2ST
1602,TMOD3,0.0968426806428242,TMOD3,FFPE,Hist2ST
1603,LEO1,0.1082471164324827,LEO1,FFPE,Hist2ST
1604,MYO5C,0.1094919542835125,MYO5C,FFPE,Hist2ST
1605,ARPP19,0.1357910815515843,ARPP19,FFPE,Hist2ST
1606,ADAM10,0.0584280417252575,ADAM10,FFPE,Hist2ST
1607,CCNB2,0.106757561192514,CCNB2,FFPE,Hist2ST
1608,GTF2A2,0.0048476106167764,GTF2A2,FFPE,Hist2ST
1609,VPS13C,0.0801829305097805,VPS13C,FFPE,Hist2ST
1610,C2CD4A,-0.0156092052851031,C2CD4A,FFPE,Hist2ST
1611,TPM1,0.1189219546591242,TPM1,FFPE,Hist2ST
1612,CILP,0.0223396906671141,CILP,FFPE,Hist2ST
1613,ITGA11,0.0108029540753294,ITGA11,FFPE,Hist2ST
1614,UACA,-0.005956568339114,UACA,FFPE,Hist2ST
1615,RCN2,0.1621750845836717,RCN2,FFPE,Hist2ST
1616,PSTPIP1,0.2005706205267698,PSTPIP1,FFPE,Hist2ST
1617,LINGO1,0.1035710121181495,LINGO1,FFPE,Hist2ST
1618,ISG20,0.1609739723019146,ISG20,FFPE,Hist2ST
1619,PRC1,0.1098513597739216,PRC1,FFPE,Hist2ST
1620,SNRPA1,0.0133958449152846,SNRPA1,FFPE,Hist2ST
1621,SBK1,0.0912070688933903,SBK1,FFPE,Hist2ST
1622,MT1G,0.008869748743038,MT1G,FFPE,Hist2ST
1623,NUP93,0.0854146887592377,NUP93,FFPE,Hist2ST
1624,CX3CL1,0.1532160492374389,CX3CL1,FFPE,Hist2ST
1625,CMTM3,0.0205730047474945,CMTM3,FFPE,Hist2ST
1626,CBFB,0.100966364369275,CBFB,FFPE,Hist2ST
1627,PRMT7,0.0058420513838195,PRMT7,FFPE,Hist2ST
1628,CDH1,0.2492128783369775,CDH1,FFPE,Hist2ST
1629,ZFHX3,-0.0022289974137189,ZFHX3,FFPE,Hist2ST
1630,CFDP1,0.0641432813573843,CFDP1,FFPE,Hist2ST
1631,TERF2IP,0.0497050119096953,TERF2IP,FFPE,Hist2ST
1632,ITGAE,-0.0058606611259798,ITGAE,FFPE,Hist2ST
1633,ALOX15B,,ALOX15B,FFPE,Hist2ST
1634,TRPV2,0.0930282082433416,TRPV2,FFPE,Hist2ST
1635,B9D1,0.0182568656835381,B9D1,FFPE,Hist2ST
1636,UNC119,0.1591040682353068,UNC119,FFPE,Hist2ST
1637,PIGS,0.1195881113705262,PIGS,FFPE,Hist2ST
1638,SPAG5,0.1188240469156272,SPAG5,FFPE,Hist2ST
1639,KIAA0100,0.1823893297673075,KIAA0100,FFPE,Hist2ST
1640,SDF2,0.1700385377185433,SDF2,FFPE,Hist2ST
1641,SUPT6H,0.1104467927564796,SUPT6H,FFPE,Hist2ST
1642,TRAF4,0.2098295899748429,TRAF4,FFPE,Hist2ST
1643,CPD,0.186532553444075,CPD,FFPE,Hist2ST
1644,GOSR1,0.2044991597748738,GOSR1,FFPE,Hist2ST
1645,RNF135,0.0603745946003322,RNF135,FFPE,Hist2ST
1646,CCL2,0.0259777594906119,CCL2,FFPE,Hist2ST
1647,SLFN5,0.1534460580878091,SLFN5,FFPE,Hist2ST
1648,AP2B1,0.098604291685735,AP2B1,FFPE,Hist2ST
1649,ZNHIT3,0.0275016515952628,ZNHIT3,FFPE,Hist2ST
1650,MYO19,0.087284287026241,MYO19,FFPE,Hist2ST
1651,GGNBP2,0.0258659789578913,GGNBP2,FFPE,Hist2ST
1652,ACACA,0.1167183247698835,ACACA,FFPE,Hist2ST
1653,DDX52,0.1600998061348612,DDX52,FFPE,Hist2ST
1654,SOCS7,0.1165623580013077,SOCS7,FFPE,Hist2ST
1655,SRCIN1,0.2474633300251413,SRCIN1,FFPE,Hist2ST
1656,MLLT6,0.167478794273748,MLLT6,FFPE,Hist2ST
1657,PCGF2,0.2247049000654888,PCGF2,FFPE,Hist2ST
1658,PIP4K2B,0.203160046240303,PIP4K2B,FFPE,Hist2ST
1659,CWC25,0.1275173144475921,CWC25,FFPE,Hist2ST
1660,LASP1,0.1283025656364114,LASP1,FFPE,Hist2ST
1661,LINC00672,0.0121215714201299,LINC00672,FFPE,Hist2ST
1662,MED1,0.0764892882778068,MED1,FFPE,Hist2ST
1663,PPP1R1B,0.310888093629259,PPP1R1B,FFPE,Hist2ST
1664,PNMT,0.0379045926339402,PNMT,FFPE,Hist2ST
1665,CASC3,0.1758674469450445,CASC3,FFPE,Hist2ST
1666,CDC6,0.1825431641811023,CDC6,FFPE,Hist2ST
1667,RARA,0.2270696197132729,RARA,FFPE,Hist2ST
1668,TOP2A,0.2215564797378476,TOP2A,FFPE,Hist2ST
1669,CCR7,0.207686882321572,CCR7,FFPE,Hist2ST
1670,KRT15,0.076438820777309,KRT15,FFPE,Hist2ST
1671,HSD17B1,0.1049349493758309,HSD17B1,FFPE,Hist2ST
1672,CNTD1,-0.0210313985892383,CNTD1,FFPE,Hist2ST
1673,BECN1,0.1193695821487399,BECN1,FFPE,Hist2ST
1674,PSME3,0.082504485944131,PSME3,FFPE,Hist2ST
