,Pearson correlation,Gene,Slide,Method
EEF1A2,0.010058110137539128,EEF1A2,CID44971,HisToGene
HELZ2,0.12950799644377334,HELZ2,CID44971,HisToGene
STMN3,0.16617071318510457,STMN3,CID44971,HisToGene
CXADR,0.09873117121482405,CXADR,CID44971,HisToGene
ADAMTS1,-0.15639770631742467,ADAMTS1,CID44971,HisToGene
CCT8,0.3676114936744174,CCT8,CID44971,HisToGene
MIS18A,0.15637041839675864,MIS18A,CID44971,HisToGene
MX1,-0.11657518838800833,MX1,CID44971,HisToGene
TFF3,-0.05773011540592555,TFF3,CID44971,HisToGene
TRPM2,-0.11260890052827255,TRPM2,CID44971,HisToGene
SUMO3,0.08635518088373127,SUMO3,CID44971,HisToGene
PTTG1IP,0.38322033241867637,PTTG1IP,CID44971,HisToGene
FAM207A,0.20065346244038504,FAM207A,CID44971,HisToGene
SPATC1L,0.18369756966498899,SPATC1L,CID44971,HisToGene
TBX1,0.16819307561076227,TBX1,CID44971,HisToGene
IGLC7,0.07376921359250245,IGLC7,CID44971,HisToGene
MMP11,0.2198519823719925,MMP11,CID44971,HisToGene
CHEK2,0.18470646967865698,CHEK2,CID44971,HisToGene
XBP1,0.0922593332222625,XBP1,CID44971,HisToGene
SEC14L2,0.11832718701876116,SEC14L2,CID44971,HisToGene
APOL6,0.21515338854548602,APOL6,CID44971,HisToGene
APOL3,0.18105533841864496,APOL3,CID44971,HisToGene
APOL1,0.12235767088726855,APOL1,CID44971,HisToGene
C1QTNF6,-0.09550643969061136,C1QTNF6,CID44971,HisToGene
ADSL,0.22649181606579086,ADSL,CID44971,HisToGene
RBX1,0.32342649570014514,RBX1,CID44971,HisToGene
LSM3,0.3239727951680019,LSM3,CID44971,HisToGene
TOP2B,0.20434081717181507,TOP2B,CID44971,HisToGene
EXOSC7,0.30476372504154453,EXOSC7,CID44971,HisToGene
LTF,-0.1547795264300038,LTF,CID44971,HisToGene
GNL3,0.34838471224050593,GNL3,CID44971,HisToGene
PDHB,0.3288606096832644,PDHB,CID44971,HisToGene
THOC7,0.32121851091154735,THOC7,CID44971,HisToGene
PSMD6,0.3024357498102138,PSMD6,CID44971,HisToGene
COL8A1,-0.04957135365361783,COL8A1,CID44971,HisToGene
CMSS1,0.26677434531741556,CMSS1,CID44971,HisToGene
NIT2,0.3076193335940263,NIT2,CID44971,HisToGene
ATG3,0.247396511474549,ATG3,CID44971,HisToGene
COX17,0.41627245522937406,COX17,CID44971,HisToGene
FSTL1,-0.08956828299025758,FSTL1,CID44971,HisToGene
DTX3L,0.19896649789205045,DTX3L,CID44971,HisToGene
PARP14,0.06596311013067252,PARP14,CID44971,HisToGene
PDIA5,-0.09292119346630395,PDIA5,CID44971,HisToGene
CHCHD6,0.17856551170157672,CHCHD6,CID44971,HisToGene
PLSCR1,-0.14853997725405713,PLSCR1,CID44971,HisToGene
HPS3,0.20134307226074175,HPS3,CID44971,HisToGene
CP,-0.03077175190493214,CP,CID44971,HisToGene
PFN2,0.3392519716007486,PFN2,CID44971,HisToGene
SIAH2,0.16174474570668526,SIAH2,CID44971,HisToGene
RARRES1,-0.18368007749177448,RARRES1,CID44971,HisToGene
TRIM59,0.03627332899654723,TRIM59,CID44971,HisToGene
SPTSSB,0.06993246083622985,SPTSSB,CID44971,HisToGene
TNFSF10,0.12015534431044801,TNFSF10,CID44971,HisToGene
ECT2,0.20150202918083834,ECT2,CID44971,HisToGene
DNAJC19,0.1918241251439162,DNAJC19,CID44971,HisToGene
MCCC1,0.18702300245362258,MCCC1,CID44971,HisToGene
MAGEF1,0.10027061685317257,MAGEF1,CID44971,HisToGene
RFC4,0.19591638129311226,RFC4,CID44971,HisToGene
APOD,-0.15130136989648968,APOD,CID44971,HisToGene
QDPR,0.15341047817484513,QDPR,CID44971,HisToGene
LAP3,0.1595092794854576,LAP3,CID44971,HisToGene
UGDH,0.24632991880216965,UGDH,CID44971,HisToGene
SMIM14,0.2190117513190591,SMIM14,CID44971,HisToGene
JCHAIN,-0.029726815526754227,JCHAIN,CID44971,HisToGene
CXCL9,0.3412362732451477,CXCL9,CID44971,HisToGene
CXCL10,0.3443933250230842,CXCL10,CID44971,HisToGene
CXCL13,0.13025353979802592,CXCL13,CID44971,HisToGene
SPP1,-0.22822532305342277,SPP1,CID44971,HisToGene
PPP3CA,0.1813900821936153,PPP3CA,CID44971,HisToGene
PPA2,0.25681931549313336,PPA2,CID44971,HisToGene
NPNT,0.17024062981636987,NPNT,CID44971,HisToGene
EXOSC9,0.19106287636482916,EXOSC9,CID44971,HisToGene
NDUFC1,0.41624663599769823,NDUFC1,CID44971,HisToGene
ELMOD2,0.11562132470593377,ELMOD2,CID44971,HisToGene
TBC1D9,0.16713574900922998,TBC1D9,CID44971,HisToGene
FBXW7,-0.10462369150461776,FBXW7,CID44971,HisToGene
PLEKHG4B,0.1792236811061706,PLEKHG4B,CID44971,HisToGene
CMBL,0.09551710717398167,CMBL,CID44971,HisToGene
ZNF622,0.19367212545802684,ZNF622,CID44971,HisToGene
DROSHA,0.02980701278356505,DROSHA,CID44971,HisToGene
BRIX1,0.24836106368431685,BRIX1,CID44971,HisToGene
DNAJC21,0.1276375018065293,DNAJC21,CID44971,HisToGene
NUP155,0.2512409692018631,NUP155,CID44971,HisToGene
IL6ST,0.1793385528075654,IL6ST,CID44971,HisToGene
CCNB1,0.23542757216025495,CCNB1,CID44971,HisToGene
NSA2,0.1583424292874378,NSA2,CID44971,HisToGene
ZFYVE16,0.041876140488540464,ZFYVE16,CID44971,HisToGene
CCNH,0.18038671404864912,CCNH,CID44971,HisToGene
NR2F1,0.11009008417257223,NR2F1,CID44971,HisToGene
HSD17B4,0.26132388901640385,HSD17B4,CID44971,HisToGene
LMNB1,0.23928024785766228,LMNB1,CID44971,HisToGene
GDF9,0.05353742986122643,GDF9,CID44971,HisToGene
CXCL14,0.2018235220628274,CXCL14,CID44971,HisToGene
CXXC5,0.16110128448809902,CXXC5,CID44971,HisToGene
PTTG1,0.23213795547551808,PTTG1,CID44971,HisToGene
STC2,0.02905737372501952,STC2,CID44971,HisToGene
FGFR4,0.11795728513556057,FGFR4,CID44971,HisToGene
SCGB3A1,-0.0669487523958904,SCGB3A1,CID44971,HisToGene
PSMG4,0.2651015318517288,PSMG4,CID44971,HisToGene
ECI2,0.07974483779038394,ECI2,CID44971,HisToGene
MCUR1,0.2730204780616934,MCUR1,CID44971,HisToGene
HIST1H2BD,0.11212025895083794,HIST1H2BD,CID44971,HisToGene
HLA-F,0.12032991919850303,HLA-F,CID44971,HisToGene
ZNRD1,0.20842017599150015,ZNRD1,CID44971,HisToGene
HSPA1A,0.44116597409450325,HSPA1A,CID44971,HisToGene
HLA-DRB5,0.35087437250748377,HLA-DRB5,CID44971,HisToGene
HLA-DQA1,0.3760582648880392,HLA-DQA1,CID44971,HisToGene
TAP1,0.32166553782754237,TAP1,CID44971,HisToGene
PSMB9,0.2751025845985488,PSMB9,CID44971,HisToGene
HLA-DPA1,-0.3141276201504651,HLA-DPA1,CID44971,HisToGene
VPS52,0.19397326992812491,VPS52,CID44971,HisToGene
MDFI,-0.045240710290683765,MDFI,CID44971,HisToGene
PTK7,0.10251610612720133,PTK7,CID44971,HisToGene
TFAP2B,-0.025076326242765505,TFAP2B,CID44971,HisToGene
COL12A1,-0.10228834494307161,COL12A1,CID44971,HisToGene
MYO6,0.24492723184314685,MYO6,CID44971,HisToGene
SYNCRIP,0.3359858237295325,SYNCRIP,CID44971,HisToGene
RARS2,0.1128566756349807,RARS2,CID44971,HisToGene
CD24,0.36973146534192397,CD24,CID44971,HisToGene
GTF3C6,-0.033559060009310415,GTF3C6,CID44971,HisToGene
HDAC2,0.33771816314394104,HDAC2,CID44971,HisToGene
COL10A1,-0.11348656005388298,COL10A1,CID44971,HisToGene
MAN1A1,-0.10225566013378252,MAN1A1,CID44971,HisToGene
HSF2,0.1602692652326638,HSF2,CID44971,HisToGene
SERINC1,0.30230281837399947,SERINC1,CID44971,HisToGene
SMPDL3A,-0.012265474482270196,SMPDL3A,CID44971,HisToGene
HDDC2,0.3435665505215071,HDDC2,CID44971,HisToGene
CENPW,0.28145493823340506,CENPW,CID44971,HisToGene
PTPRK,0.2201960868389197,PTPRK,CID44971,HisToGene
MED23,0.15608815557092182,MED23,CID44971,HisToGene
ENPP1,0.051961051421655746,ENPP1,CID44971,HisToGene
STX7,-0.09686348492426283,STX7,CID44971,HisToGene
SLC18B1,-0.012797291494018507,SLC18B1,CID44971,HisToGene
MAP7,0.22744388788436787,MAP7,CID44971,HisToGene
ARFGEF3,0.03507075855573504,ARFGEF3,CID44971,HisToGene
HEBP2,0.4272921073798077,HEBP2,CID44971,HisToGene
REPS1,0.10356836400992776,REPS1,CID44971,HisToGene
HECA,-0.2015771791854021,HECA,CID44971,HisToGene
CITED2,0.21781710098389673,CITED2,CID44971,HisToGene
VTA1,0.27065831571019366,VTA1,CID44971,HisToGene
ADGRG6,0.2119524931352078,ADGRG6,CID44971,HisToGene
HIVEP2,-0.06321140450610467,HIVEP2,CID44971,HisToGene
AIG1,0.2177465810715619,AIG1,CID44971,HisToGene
PEX3,0.11980965629896233,PEX3,CID44971,HisToGene
FUCA2,0.2827937054254464,FUCA2,CID44971,HisToGene
LTV1,0.2148286025734336,LTV1,CID44971,HisToGene
SF3B5,0.3881111464715599,SF3B5,CID44971,HisToGene
SASH1,0.15491578372719944,SASH1,CID44971,HisToGene
MTHFD1L,0.18608990860298857,MTHFD1L,CID44971,HisToGene
FNDC1,-0.05541570788296081,FNDC1,CID44971,HisToGene
PDCD2,0.2634125261063705,PDCD2,CID44971,HisToGene
LFNG,0.07446908197818779,LFNG,CID44971,HisToGene
GLCCI1,0.08068958500571224,GLCCI1,CID44971,HisToGene
PHF14,0.13613944983595672,PHF14,CID44971,HisToGene
TSPAN13,0.17434146917529317,TSPAN13,CID44971,HisToGene
AGR2,0.06853386297767793,AGR2,CID44971,HisToGene
GPNMB,-0.08623404919867043,GPNMB,CID44971,HisToGene
TRIL,0.10633242464374776,TRIL,CID44971,HisToGene
SFRP4,-0.10252219055219511,SFRP4,CID44971,HisToGene
H2AFV,0.27761467718692456,H2AFV,CID44971,HisToGene
UPP1,0.005563853347851376,UPP1,CID44971,HisToGene
BAZ1B,0.07831196038395562,BAZ1B,CID44971,HisToGene
CD36,-0.04184931252771454,CD36,CID44971,HisToGene
SEMA3C,0.12367278373528627,SEMA3C,CID44971,HisToGene
COL1A2,-0.08554782484569566,COL1A2,CID44971,HisToGene
TRIP6,-0.02948041816273794,TRIP6,CID44971,HisToGene
ACHE,0.04737383900870127,ACHE,CID44971,HisToGene
SERPINE1,-0.21278607947032185,SERPINE1,CID44971,HisToGene
NUP205,0.1171621660951409,NUP205,CID44971,HisToGene
PARP12,0.2973947844716654,PARP12,CID44971,HisToGene
SSBP1,0.41934815157151123,SSBP1,CID44971,HisToGene
TRBC2,-0.2658530533402565,TRBC2,CID44971,HisToGene
PIP,0.05067535350057081,PIP,CID44971,HisToGene
CNTNAP2,0.028743447480418002,CNTNAP2,CID44971,HisToGene
EZH2,0.2592618890898508,EZH2,CID44971,HisToGene
NUB1,0.31761286265485433,NUB1,CID44971,HisToGene
PCM1,0.09916267134444091,PCM1,CID44971,HisToGene
KIF13B,0.06501530741328922,KIF13B,CID44971,HisToGene
ERLIN2,0.19097897670930417,ERLIN2,CID44971,HisToGene
BRF2,0.10027897654498825,BRF2,CID44971,HisToGene
ADGRA2,-0.005141823477730882,ADGRA2,CID44971,HisToGene
RAB11FIP1,0.07638905399049953,RAB11FIP1,CID44971,HisToGene
EIF4EBP1,0.2752530362220496,EIF4EBP1,CID44971,HisToGene
ASH2L,0.17716612555515907,ASH2L,CID44971,HisToGene
LSM1,0.17205739922812993,LSM1,CID44971,HisToGene
PLPP5,0.13244187524863332,PLPP5,CID44971,HisToGene
DDHD2,0.1814535874929169,DDHD2,CID44971,HisToGene
FGFR1,0.1618621113948426,FGFR1,CID44971,HisToGene
TM2D2,0.16457978845860058,TM2D2,CID44971,HisToGene
HOOK3,-0.0809859618090275,HOOK3,CID44971,HisToGene
CEBPD,-0.11293808866394453,CEBPD,CID44971,HisToGene
ATP6V1H,0.27636797143836805,ATP6V1H,CID44971,HisToGene
GGH,0.2153481444008178,GGH,CID44971,HisToGene
RDH10,-0.14485418559100322,RDH10,CID44971,HisToGene
E2F5,0.32814281618588886,E2F5,CID44971,HisToGene
WWP1,0.1665648715753145,WWP1,CID44971,HisToGene
RMDN1,0.22844556486316597,RMDN1,CID44971,HisToGene
CPNE3,0.308636412394457,CPNE3,CID44971,HisToGene
INTS8,0.3368697324058855,INTS8,CID44971,HisToGene
TSPYL5,0.22426895848502723,TSPYL5,CID44971,HisToGene
EIF3E,0.2965261364418136,EIF3E,CID44971,HisToGene
ENY2,0.3219022001398323,ENY2,CID44971,HisToGene
TRPS1,0.19968876317360765,TRPS1,CID44971,HisToGene
RAD21,0.32847540719184526,RAD21,CID44971,HisToGene
ATAD2,0.1993437512996113,ATAD2,CID44971,HisToGene
FBXO32,0.06245801915699619,FBXO32,CID44971,HisToGene
TATDN1,0.14574448911583648,TATDN1,CID44971,HisToGene
NSMCE2,0.13455029087852657,NSMCE2,CID44971,HisToGene
ASAP1,0.175634075195731,ASAP1,CID44971,HisToGene
NDRG1,0.25665278878839354,NDRG1,CID44971,HisToGene
PSCA,0.04906149374765732,PSCA,CID44971,HisToGene
GLI4,0.1779039898436855,GLI4,CID44971,HisToGene
TOP1MT,0.16918700450925384,TOP1MT,CID44971,HisToGene
EPPK1,-0.08324118866390873,EPPK1,CID44971,HisToGene
OPLAH,0.07567206717134212,OPLAH,CID44971,HisToGene
SLC39A4,0.2981965604878118,SLC39A4,CID44971,HisToGene
LRRC24,0.039375152426760075,LRRC24,CID44971,HisToGene
VLDLR,-0.021936915032986542,VLDLR,CID44971,HisToGene
PLGRKT,0.18893668520133777,PLGRKT,CID44971,HisToGene
NDUFB6,0.345181295686975,NDUFB6,CID44971,HisToGene
CCL19,-0.24042251781059693,CCL19,CID44971,HisToGene
CCL21,-0.05804703214623991,CCL21,CID44971,HisToGene
DCAF10,0.19070282635227068,DCAF10,CID44971,HisToGene
GCNT1,0.2550960186857359,GCNT1,CID44971,HisToGene
TLE1,0.2882186366409336,TLE1,CID44971,HisToGene
SPIN1,-0.024632350659190443,SPIN1,CID44971,HisToGene
ASPN,-0.0007446079069506416,ASPN,CID44971,HisToGene
WNK2,0.13413446057616313,WNK2,CID44971,HisToGene
FBP1,0.09308158784806601,FBP1,CID44971,HisToGene
TGFBR1,0.08635243597000786,TGFBR1,CID44971,HisToGene
ERP44,-0.03916950872242898,ERP44,CID44971,HisToGene
TEX10,0.23051132418296166,TEX10,CID44971,HisToGene
TNC,-0.14154331918011356,TNC,CID44971,HisToGene
PSMD5,0.17055632618126595,PSMD5,CID44971,HisToGene
PHF19,0.024492369171311486,PHF19,CID44971,HisToGene
STOM,0.2530510272999927,STOM,CID44971,HisToGene
PRRX2,0.16618478279128923,PRRX2,CID44971,HisToGene
NUP214,0.17388623611479717,NUP214,CID44971,HisToGene
PTGDS,-0.24376165292757457,PTGDS,CID44971,HisToGene
OFD1,0.1939277946124938,OFD1,CID44971,HisToGene
SMS,0.3495799828008085,SMS,CID44971,HisToGene
CYBB,-0.20289253279542854,CYBB,CID44971,HisToGene
ITM2A,-0.046949714318626656,ITM2A,CID44971,HisToGene
SH3BGRL,0.021052186108909743,SH3BGRL,CID44971,HisToGene
BEX3,0.32142245118340135,BEX3,CID44971,HisToGene
PHF6,0.1877577259767831,PHF6,CID44971,HisToGene
